number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bylevel,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_subsample,user_attrs_n_estimators,state
0,0.8060309999999999,2021-08-15 04:24:14.219275,2021-08-15 04:24:55.881770,0 days 00:00:41.662495,2.1447939490582552e-05,0.978907405051195,0.4726698290881752,0.017313770290161203,0.1958214585244049,depthwise,0.00045813842833464143,2,0.39144063102676646,0.33410859111684144,6568,COMPLETE
1,0.726212,2021-08-15 04:24:55.882213,2021-08-15 04:24:57.964285,0 days 00:00:02.082072,3.0052853123587805e-08,0.3980918796699251,0.665603032369873,1.211669138431855e-05,0.4970295498832767,lossguide,3.536541732154262e-05,2,3.1538164258419976,0.8032785076657909,134,COMPLETE
2,0.740999,2021-08-15 04:24:57.964715,2021-08-15 04:24:59.751153,0 days 00:00:01.786438,2.4423718551136712e-05,0.3716014520713229,0.2487937194132897,0.0005811976213310638,0.06615828727383873,depthwise,2.5101404134609667e-05,2,0.4019631938567854,0.4515667989334235,100,COMPLETE
3,0.7264976666666666,2021-08-15 04:24:59.751566,2021-08-15 04:25:01.701330,0 days 00:00:01.949764,1.122999479031354e-08,0.6194935864028652,0.6964170791741073,7.490566575506192e-05,1.4019594890222455e-05,depthwise,8.66160593179625e-06,2,12.03761862056935,0.7948798033711688,123,COMPLETE
4,0.7734520000000001,2021-08-15 04:25:01.701748,2021-08-15 04:25:04.450070,0 days 00:00:02.748322,2.8941117635102615e-07,0.7411548160604537,0.3925936856618332,0.0001686107058699581,4.174565513444149e-06,lossguide,1.0509030881309995e-07,6,0.04900009675016908,0.7612993671947754,85,COMPLETE
5,0.7561996666666667,2021-08-15 04:25:04.450480,2021-08-15 04:25:06.542496,0 days 00:00:02.092016,3.52989900927827e-08,0.7875280656791714,0.5302509561750691,2.3066034275606706e-07,0.0071298582993904016,lossguide,2.25280672376687e-06,4,0.12769698019258008,0.6861828355943536,98,COMPLETE
6,0.7966253333333334,2021-08-15 04:25:06.542919,2021-08-15 04:25:08.435499,0 days 00:00:01.892580,0.0006819423190991111,0.5770446436164403,0.9981094561754653,0.5563283034589785,0.0644730596347875,depthwise,0.01569063523364328,7,5.584672032906815,0.5461425720232713,15,COMPLETE
7,0.742571,2021-08-15 04:25:08.435984,2021-08-15 04:25:09.677387,0 days 00:00:01.241403,0.00087234569748153,0.24139735923667047,0.2681046230040683,0.000407165930895422,1.8677873719713724e-07,depthwise,3.827313982121616e-06,3,0.29145801652024583,0.7539279959979961,8,COMPLETE
8,0.7761809999999999,2021-08-15 04:25:09.677794,2021-08-15 04:25:12.131056,0 days 00:00:02.453262,3.9181864364870284e-05,0.6825283418747753,0.5563115614663099,5.398656169894521e-07,0.003037668388726004,lossguide,0.9131064555507208,6,18.467047168833716,0.3304844107100977,71,COMPLETE
9,0.8059116666666667,2021-08-15 04:25:12.131465,2021-08-15 04:25:24.395135,0 days 00:00:12.263670,1.5685541489682056e-05,0.2713556916953831,0.2655015417478688,0.21361721305426423,0.0008104644670653717,depthwise,2.735411529377929e-08,2,0.8215296956858947,0.6960510011627258,1785,COMPLETE
10,0.808178,2021-08-15 04:25:24.395555,2021-08-15 04:25:48.025111,0 days 00:00:23.629556,0.2608287048181451,0.9934735358438335,0.8209738907562747,0.01697252043159865,1.2105908731899999e-08,depthwise,0.0012186311286846246,9,0.016932431694449003,0.9850058031014375,377,COMPLETE
