uuid,closeness_centrality,name,investor_types,most_common_invest_type
d5a2a41a-4849-0254-270d-d64e1f459cf8,0.0,Tracer Capital,hedge_fund,series_a
9d3e5b45-eb4c-f420-d6ab-2f5de9dbe489,0.19823872618711058,Aperture Venture Partners,micro_vc,series_c
bf7b6285-1ea5-5dce-216b-a5ccb9c179eb,0.1968634061053171,SCP Vitalife Partners,venture_capital,series_c
01cdfb22-5041-ae04-c475-82143ee6e709,0.22789804011946072,Abingworth,venture_capital,series_a
f708ad5d-f30a-e2d4-71df-d944148fe151,0.23197003204895317,Flagship Pioneering,venture_capital,series_a
3eb9d040-1487-8d0e-4db8-72ec93ce32a5,0.24400320944390755,InterWest Partners,venture_capital,series_a
fcc72760-5eb8-a34e-718a-5f0e02ec916f,0.2314830755870217,Prism Venture Management,venture_capital,series_a
f3b067c5-501e-6b48-e834-0fa966f4e295,0.22020734538843242,Lilly Asia Ventures,venture_capital,series_a
4aeab023-06d3-073f-25b5-e4e7bad7bb8a,0.18592655021057725,Solon Ventures,venture_capital,series_unknown
0f744ce4-f59d-c7f3-0d30-acbe8eb37266,0.21443452513394182,FTVentures,private_equity_firm,series_b
d46f22c0-1dbf-671a-8eb2-3c2bb137b1b3,0.2390615418102741,JMI Equity,private_equity_firm,series_b
aae96544-a35e-01b7-03c1-96f87f7b66bc,0.23240322760554868,QuestMark Partners,venture_capital,series_c
6cd80db3-16c1-ca48-0323-c64b8c6a8229,0.1905422818426997,Tudor Growth Equity,"private_equity_firm,venture_capital",series_a
87e297f8-53fd-a340-cbfc-6f34d3c62a86,0.24604311652167393,Horizons Ventures,venture_capital,series_a
fb2f8884-ec07-895a-48d7-d9a9d4d7175c,0.2585829969297512,Founders Fund,venture_capital,series_a
07b32abd-3baf-b1dc-11f1-e3e929a6a330,0.2503060823367637,Goldman Sachs Investment Partners,"private_equity_firm,venture_capital",series_b
ce3d7079-97a0-e664-66cf-add27867cee1,0.2310962060581066,Manhattan Venture Partners,venture_capital,secondary_market
4ede174d-3254-8602-e977-d9c0bfe34433,0.23136626430379226,Creandum,venture_capital,series_a
dbdafc98-7c6b-9cf1-b1bf-d3f590197dd1,0.2419229243679743,Northzone,venture_capital,series_a
e6c9099b-2792-4de8-b1ac-3db8d679aa1e,0.22132628515158503,Tencent Music Entertainment,,corporate_round
e8db05ed-6b48-9b54-e746-2f140dcc94be,0.23293765932847713,QED Investors,venture_capital,series_a
b7c000b8-0b00-9936-7e3f-7954f1af2949,0.2419162061529127,Flybridge,venture_capital,series_a
76c506a0-a56e-2f7b-9c15-2c4740ca51e1,0.2274102013617978,Pelion Venture Partners,venture_capital,series_a
e1e19f4d-468d-fcbe-911f-504167bbfb93,0.16245948647134362,Mid-Atlantic Venture Funds,venture_capital,series_b
86aace17-c860-1f72-d272-94999baad33b,0.2329563466657678,Columbia Capital,venture_capital,series_a
63e70a3b-d82a-a7a1-c5d4-7186d9422167,0.2146564468759428,Top Tier Capital Partners,"fund_of_funds,venture_capital",series_c
8b959118-8547-1108-1d3c-772008e2b9bd,0.15610993286322217,ViiV Healthcare,,post_ipo_equity
31541f16-9ce2-10b6-1a79-592ab2bdb456,0.19635312138949618,The Baupost Group,hedge_fund,post_ipo_equity
eb9ce478-e454-486d-9d1e-a4c53e655bdb,0.26600514774699646,Threshold,venture_capital,series_a
a2b35e8b-e3e9-883b-8a07-38e6ef57d726,0.25348898863895675,U.S. Venture Partners (USVP),venture_capital,series_b
8d5c7e48-82da-3025-dd46-346a31bab86f,0.2637581017187352,Meritech Capital Partners,venture_capital,series_c
8b8d96f8-9dfe-b27a-8f57-7d266a051dc9,0.25919079391747657,General Atlantic,private_equity_firm,private_equity
4840d48c-d8d1-07ab-ec79-ebc6151b9bc9,0.22692444667916298,GSR Ventures,venture_capital,series_a
fdeba3ff-fd21-c4c4-189e-a738e8555306,0.17483648263088322,Uhuru Capital,venture_capital,seed
be2ae8c8-908d-357c-4037-3d0660a8413f,0.18919323669380797,Cowen Group,investment_bank,series_b
30bcdd65-41ce-122b-8ef3-52a187ed4bf9,0.24596669914352956,3i Group,private_equity_firm,series_unknown
e6c326ad-1243-8ce7-0b2d-3ca524baa4fb,0.18696002969345182,Deutsche Venture Capital,private_equity_firm,series_b
556d1907-08f2-2a1a-ce8c-4f2c8bbeacb9,0.17051758893607868,Crown Venture Fund,family_investment_office,series_a
3328ebbd-d05a-2fe3-6a75-0eaff4808af7,0.18238045815066237,Ysios Capital,venture_capital,series_a
3718597a-dd39-6661-3630-09cdd43bcac2,0.25002590504466987,Techstars,"accelerator,venture_capital",seed
e03b47e0-f25f-1e36-1314-bd65b6d16ee4,0.23504944642939904,Techstars Ventures,"micro_vc,venture_capital",seed
0790d0a7-0632-2d51-f7a3-cbef5ddc11e0,0.24529488606088828,Mohr Davidow Ventures,venture_capital,series_a
ea5de28f-7493-f605-c3fd-51965a5b5aba,0.25505497243643355,Sapphire Ventures,"fund_of_funds,venture_capital",series_c
251caa8f-e3e6-138b-2136-3e097bb439a2,0.2329314308822799,Riverwood Capital,private_equity_firm,series_b
