,article_id,people,orgs,potential_startups,matched_title
3503,3503,"['Jan Večerka', 'Hargreaves Lansdown', 'João Richard Costa']","['Jan Večerka Contributor Share', 'BrikkApp', 'PayPal', 'Apple', 'Nvidia', 'House']","['Jan Večerka Contributor Share', 'BrikkApp', 'PayPal', 'Apple', 'Nvidia', 'House']",0
3504,3504,"['Sophie Alcorn', 'Dear Sophie', 'Dear Sophie', 'Dear Sophie', 'Sophie Alcorn', 'Dear Sophie', 'Dear Sophie', 'Trump', 'Dear Sophie ”', 'Dear Sophie', 'Sophie', 'Sophie ’']","['Sophie Alcorn Contributor Share', 'Alcorn Immigration Law', 'Entrepreneur Immigration Services.', 'International Entrepreneur Parole', 'ALCORN', '— Passionate in Pleasanton Dear Passionate', 'EB-1B', 'Immigration Services ( USCIS', 'PERM', 'PERM', 'EB-2 Green Cards for Members of the Professions Holding Advanced Degrees', 'EB-2 Green Cards for Persons of Exceptional Ability', 'EB-3 Green Cards for Skilled Workers', 'Other Workers', 'PERM', 'Sophie Have', 'Immigration Law for Tech Startups']",['EB-1B'],1
3505,3505,"['Thejo Kote', 'Kote', 'Kote', 'Brex']","['Ramp', 'Airbase', 'TechCrunch', 'ARR', 'Fintech']",['Airbase'],1
3506,3506,"['Sutter Hill Ventures', 'Divanny Lamas', 'Tina Huang', 'Huang', 'Huang', 'Transposit', 'Huang', 'Huang', 'Lamas', 'Huang', 'Lamas', 'Tina', 'Lamas']","['Altimeter Capital', 'SignalFire', 'Unusual Ventures', 'CTO', 'TechCrunch', 'API']","['Altimeter Capital', 'SignalFire', 'Unusual Ventures', 'CTO', 'TechCrunch', 'API']",0
3507,3507,"['Bumble', 'EBay', 'Wish']","['IPO', 'Bloomberg', 'Exchange', 'The Exchange', 'IPO', 'Bumble Let ’']","['IPO', 'IPO']",1
3508,3508,"['Carewell', 'Alan Patricof', 'Greycroft', 'Abby Levy', 'Jason Klinghoffer', 'Nadia Boujarwah', 'Lydia Gilbert', 'Carewell', 'Bianca Padilla', 'Jonathan Magolnick', 'Padilla', 'Padilla', 'Carewell', 'Padilla', 'Carewell', 'Carewell', 'Levy', 'Carewell', 'Carewell', 'Carewell', 'Padilla', 'Bianca', 'Jonathan', 'David Beisel', 'Carewell', 'Beisel', 'Carewell', 'Mathias Schilling', 'Schilling']","['BV Ventures', 'Bertelsmann', 'NextView Ventures', 'Primetime Partners', 'VC', 'Apax', 'Dia & Co', 'HSA', 'NextView Ventures']","['BV Ventures', 'Bertelsmann', 'NextView Ventures', 'Primetime Partners', 'VC', 'Apax', 'Dia & Co', 'HSA', 'NextView Ventures']",0
3509,3509,"['Stripes', 'Sanish Mondkar', 'Mondkar', 'Mondkar', 'Mondkar', 'Mondkar', 'Mondkar', 'Mondkar', 'Mondkar']","['Legion', 'TechCrunch', 'SoulCycle', 'Dollar General', 'Legion', 'COVID', 'Legion Given Legion', 'Legion', 'Legion']","['Legion', 'Legion', 'Legion', 'Legion']",1
3510,3510,"['Alexa von Tobel', 'Ted Wang', 'Alexa', 'Obama', 'Tobel', 'Penny Pritzker', 'Plaid', 'Cruise', 'Ted Wang', 'Twitter', 'Dropbox', 'Spotify', 'Apprio', 'Ted', 'Crunchbase']","['Inspired Capital Partners', 'LearnVest', 'Northwestern Mutual', 'Ambassadors for Global Entrepreneurship', 'Forbes', 'World Economic Forum Young Global Leader', 'Inspired Capital Partners', 'Commerce', 'Kindur', 'Umbrella', 'Homebrew', 'Finix', 'Second Life', 'Google', 'Blue Kai', 'GitHub', 'Cowboy Ventures', 'SVT Robotics', 'Planet FWD', 'Digital Startup Alley Exhibitor Package']","['Inspired Capital Partners', 'LearnVest', 'Northwestern Mutual', 'Ambassadors for Global Entrepreneurship', 'Forbes', 'World Economic Forum Young Global Leader', 'Inspired Capital Partners', 'Commerce', 'Kindur', 'Umbrella', 'Homebrew', 'Finix', 'Second Life', 'Google', 'Blue Kai', 'GitHub', 'Cowboy Ventures', 'SVT Robotics', 'Planet FWD', 'Digital Startup Alley Exhibitor Package']",0
3511,3511,"['Blume Ventures', 'Shashi Tharoor', 'Gaurav Munjal', 'Byju', 'Mary Meeker', 'Bond', 'Chan Zuckerberg Initiative', 'Byju']","['Unacademy', 'SoftBank', 'Vision Fund', 'Nexus Partners', 'Sequoia Capital', 'Sequoia Capital India', 'TechCrunch', 'Unacademy']","['Unacademy', 'Unacademy']",1
3512,3512,"['Klaxoon', 'Zoom', 'Klaxoon', 'Klaxoon', 'Klaxoon']","['Board', 'Board', 'Board', 'Microsoft Teams', 'Google Meet', 'Board', 'Klaxoon Given']","['Board', 'Board', 'Board', 'Microsoft Teams', 'Google Meet', 'Board', 'Klaxoon Given']",0
3513,3513,"['Intudo Ventures', 'Xiaomi', 'Gojek', 'Cleosent Randing', 'PasarPolis', 'Randing', 'Nishant Kumar', 'PasarPolis Mitra', 'Mitra', 'Mitra', 'Kumar', 'Kumar', 'Gojek', 'Gojek', 'Mitra', 'Gojek', 'Randing']","['PasarPolis', 'LeapFrog Investments', 'SBI Investment', 'ASEAN', 'PasarPolis', 'PasarPolis', 'PasarPolis', 'PasarPolis', 'PasarPolis', 'Grab Financial Group', 'PasarPolis', 'PasarPolis', 'PasarPolis Mitra']","['PasarPolis', 'PasarPolis', 'PasarPolis', 'PasarPolis', 'PasarPolis', 'PasarPolis', 'PasarPolis', 'PasarPolis']",1
3514,3514,"['Matthew Kim', 'Zoom', 'Slack', 'Kim', 'JANDI', 'Slack', 'Kakao', 'Zalo', 'Kim', 'Slack', 'Chatwork', 'Kim', 'Daniel Shin', 'Joon-yeol Kang', 'Joon-hyo Lee', 'John S. Kim']","['Toss Lab', 'SoftBank Ventures Asia', 'SoftBank Group', 'SV Investment', 'Atinum Investment', 'Must Asset Management', 'Shinhan Capital', 'SparkLabs', 'Toss Lab', 'JANDI', 'LG CNS', 'Nexen Tire and Lexus', 'Toss Lab', 'Toss Lab', 'JANDI', 'JANDI', 'Line', 'WhatsApp', 'Facebook Messenger', 'JANDI', 'JANDI', 'JANDI', 'Toss Lab', 'Bass Investment', 'SoftBank Ventures Asia CEO JP Lee', 'SBI', 'Sendbird', 'Bespin Global', 'HanJoo Lee']","['Toss Lab', 'Toss Lab', 'JANDI', 'Toss Lab', 'Toss Lab', 'JANDI', 'JANDI', 'JANDI', 'JANDI', 'JANDI', 'Toss Lab']",1
3515,3515,"['Wish', 'Peter Szulczewski', 'Szulczewski', 'Danny Zhang']","['Apple Watch', 'SEC', 'Recode', 'Google', 'ContextLogic', 'Google', 'Postal Service and Hong Kong Post', 'AliExpress', 'Walmart', 'The Information', 'USPS', 'Recode', 'GGV Capital', 'Founders Fund', 'Temasek Holdings', 'DST Global']","['Apple Watch', 'SEC', 'Recode', 'Google', 'ContextLogic', 'Google', 'Postal Service and Hong Kong Post', 'AliExpress', 'Walmart', 'The Information', 'USPS', 'Recode', 'GGV Capital', 'Founders Fund', 'Temasek Holdings', 'DST Global']",0
3516,3516,"['Jeff Lawson', 'Lawson', 'Twilio', 'Twilio', 'Lawson', 'Lawson', 'Twilio']","['Extra Crunch Live', 'API', 'API', 'As Salesforce', 'North Star for API']","['API', 'API']",1
3517,3517,"['Kofi Ampadu', 'Black', 'Monique Woodard', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Guy Raz', 'Jason Calacanis', 'Guy Raz Guy Raz', 'Kofi Ampadu', 'Kofi Ampadu', 'Kofi Ampadu', 'Kofi Ampadu', 'Kofi Ampadu', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Denisha Kuhlor', 'Latinx']","['Kofi Ampadu Contributor Share', 'SKU ’ D Ventures', 'Black', 'Black Lives Matter', 'New York Times', 'Twenty Minute VC.', 'Podcast Description Typical Guest Profile This Week In Startups Entrepreneur', 'Twenty Minute VC The Twenty Minute VC']",['Black'],1
3518,3518,"['Hannah Webb', 'Konstantine Buhler', 'Anne Gifford', 'Anthony Ha', 'Darrell Etherington', 'Allthenticate Healthiby Identomat Kaoshi']","['Pitchers & Pitches', 'Findster Technologies', 'Digital Startup Alley', 'NYC', 'Tapwow Join', 'Pitchers & Pitches']","['Pitchers & Pitches', 'Pitchers & Pitches']",1
3519,3519,"['Micah Smurthwaite', 'Vinod Khosla']","['Micah Smurthwaite Contributor Share', 'Sun Microsystems', 'ARR']","['Micah Smurthwaite Contributor Share', 'Sun Microsystems', 'ARR']",0
3520,3520,"['Jens Lehmann', 'Jeff Johnson']",['SAP'],['SAP'],0
3521,3521,"['Annabel Strauss', 'Eliana Berger', 'Latinx', 'Strauss', 'Berger', 'Strauss', 'Berger', 'Adora', 'Devie', 'Klara', 'Mindstand', 'Mylabox', 'Schefs', 'Vngle', 'Wellnest', 'Winkshare']","['Envision Accelerator', 'Justice Text', 'LatAm', 'UrConvey']","['Envision Accelerator', 'Justice Text', 'LatAm', 'UrConvey']",0
3522,3522,"['Peter Yared', 'Abu Dhabi', 'Arbor Ventures', 'Felicis', 'Ridge Ventures', 'Accenture', 'Yared', 'Twilio', 'Mambu', 'Yared', 'Yared', 'Ibrahim Ajami', 'Yared', 'Tom Lounibos']","['InCountry', 'Caffeinated Capital', 'Mubadala', 'Accenture Ventures', 'Bloomberg Beta and Team Builder Ventures', 'InCountry', 'ServiceNow', 'Mubadala', 'Mubadala', 'Mubadala Capital', 'MENA', 'InCountry', 'EU', 'Court of Justice of the European Union', 'EU-US Privacy Shield', 'European Union', 'InCountry', 'Accenture Ventures', 'Accenture Ventures']","['InCountry', 'InCountry', 'InCountry', 'InCountry']",1
3523,3523,"['Vayo', 'Gong', 'Amit Bendov', 'Vayo', 'Bendov', 'Gong', 'Crunchbase', 'Gong', 'Avshi Avital', 'Gong', 'Gong', 'Bendov']",['TechCrunch'],['TechCrunch'],0
3524,3524,"['Crohn', 'Noga Leviner', 'Leviner', 'Leviner', 'Leviner', 'Sundeep Peechu', 'Leviner', 'Peechu', 'Peechu', 'Felicis Ventures', 'Paul Buchheit', 'Scott Marlette', 'Sam Lessin', 'Joe Greenstein', 'Rashmi Sinha', 'Jameson Hsu', 'Kenny Van Zant', 'Rishi Kacker', 'Ramji Srinivasan', 'Eric Evans']","['PicnicHealth', 'PicnicHealth', 'PicnicHealth', 'PicnicHealth', 'TrueVault', 'Aptible', 'PicnicHealth', 'PicnicHealth', 'Amplify Partners', 'Stanford', 'StartX Fund']","['PicnicHealth', 'PicnicHealth', 'PicnicHealth', 'PicnicHealth', 'PicnicHealth', 'PicnicHealth']",1
3525,3525,"['Nick Woods', 'Hazel Health', 'Hazel Health', 'Hazel', 'Josh Golomb', 'Rob Darzynkiewicz', 'Nick Woods', 'Raquel Antunez', 'Josh Golomb', 'Hazel', 'Golomb', 'Golomb']","['Hazel Health', 'Apple', 'Hazel Health', 'VP Education Markets', 'Hazel Health After', 'COVID', 'Owl Ventures', 'Bain Capital Ventures', 'UCSF Foundation Investment Company', 'Centene Corp.']","['Hazel Health', 'Hazel Health']",1
3526,3526,"['Oliver Zahn', 'Pat Brown', 'Zahn', 'Tom Chi', 'Manta Ray Ventures', 'Prelude Ventures', 'Luminous Ventures', 'Zahn', 'Josh Tetrick', 'Zahn', 'Zahn', 'Caroline Love', 'Pavel Aronov', 'Thermo Fisher', 'Sanjeev Krishnan', 'Krishnan']","['Climax Foods', 'University of California', 'Impossible Foods', 'Climax Foods', 'Valor Siren Ventures', 'ARTIS Ventures', 'Index Ventures', 'Canaccord Genuity Group', 'Carrot Capital and Global Founders Capital', 'Hampton Creek )', 'Climax Foods', 'Climax Foods', 'Climax Foods', 'S2G Ventures', 'Climax Foods']","['Climax Foods', 'Impossible Foods', 'Climax Foods', 'Climax Foods', 'Climax Foods', 'Climax Foods', 'Climax Foods']",1
3527,3527,"['Maria Sharapova', 'Shaun White', 'E. Omer Atesmen', 'Sharapova', 'White', 'Kerri Walsh Jennings', 'Larry Fitzgerald', 'Michael Phelps', 'Atesmen']","['Maveron', 'Global Founders Capital', 'Skills', 'Clean Energy Experts', 'SunRun', 'All-Pro', 'The Skills', 'The Skills']","['Skills', 'The Skills', 'The Skills']",1
3528,3528,"['Rewalk', 'Ekso']","['Sarcos Robotics', 'Rotor Capital', 'Raytheon', 'Sarcos', 'DARPA', 'Delta', 'Sarcos', 'Sarcos', 'Guardian XO', 'Sarcos', 'Honda', 'Sarcos Robotics As', 'ABI']","['Sarcos', 'Sarcos', 'Sarcos', 'Guardian XO', 'Sarcos']",1
3529,3529,"['François Hollande', 'Emmanuel Macron', 'Xavier Niel', 'Tony Fadell', 'VivaTech', 'OVHcloud', 'Deezer', 'Veepee', 'Macron', 'Dataiku', 'Alison Imbert', 'Partech Alexandre Mordacq', 'Emmanuel Delaveau', 'Partech Jean de La Rochebrochard', 'Kima Ventures Paul Bolardi', 'Speedinvest Guillaume Dupont', 'CapHorn Martin Mignot', 'Bartosz Jakubowski', 'Alven Pierre Entremont', 'Frst Capital Pierre-Eric Leibovici', 'Daphni Alison Imbert']","['La French Tech', 'Nest Labs', 'Voodoo', 'Tencent Holdings', 'Partech Boris Golden', 'AXA Venture Partners Shiraz Mahfoudhi', 'Partech', 'Paris Saclay Seed Fund', 'European VC']","['La French Tech', 'Nest Labs', 'Voodoo', 'Tencent Holdings', 'Partech Boris Golden', 'AXA Venture Partners Shiraz Mahfoudhi', 'Partech', 'Paris Saclay Seed Fund', 'European VC']",0
3530,3530,"['Nick Halstead', 'Xandr', 'Nicholas Halstead', 'DataSift', 'Brian Lesser', 'Halstead', 'Halstead']","['InfoSum', 'Upfront Ventures', 'IA Ventures', 'InfoSum', 'Ascential', 'Akamai', 'Experian', 'WarnerMedia', 'GroupM', 'InfoSum', 'InfoSum', 'CognitiveLogic', 'Snowflake', 'InfoSum']","['InfoSum', 'InfoSum', 'InfoSum', 'InfoSum', 'InfoSum']",1
3531,3531,"['TDJ Pitango', 'Cosmose', 'Miron Mironiuk', 'Cosmose', 'Cosmose', 'Mironiuk', 'Cosmose', 'Mironiuk', 'Cosmose', 'Cosmose', 'Cosmose', 'Mironiuk', 'Raymond Zage', 'Cosmose']","['Tiga Investments', 'OTB Ventures', 'Walmart', 'Marriott', 'Samsung', 'LVMH', 'Boston Consulting Group', 'PwC', 'Cosmose Analytics', 'Cosmose Media', 'RetailNext', 'ShopperTrak', 'Cosmose AI', 'OMNIcookies', 'MAC', 'Tiga Investments']","['Tiga Investments', 'OTB Ventures', 'Walmart', 'Marriott', 'Samsung', 'LVMH', 'Boston Consulting Group', 'PwC', 'Cosmose Analytics', 'Cosmose Media', 'RetailNext', 'ShopperTrak', 'Cosmose AI', 'OMNIcookies', 'MAC', 'Tiga Investments']",0
3532,3532,"['Javed', 'Javed', 'Apna', 'Nirmit Parikh', 'Javed', 'Parikh', 'Apna', 'Apna', 'Vaibhav Agrawal', 'Parikh', 'Apna', 'Parikh', 'Apna', 'Parikh', 'Apna', 'Apna', 'Harshjit Sethi', 'Jio', 'Apna', 'Apna']","['Apple', 'Lightspeed India and Sequoia Capital India', 'Greenoaks Capital and Rocketship VC', 'Lightspeed India', 'Big Basket', 'HDFC Bank', 'Google']",['Apple'],1
3533,3533,"['Laird Superfood', 'Laird Hamilton', 'Crunchbase', 'Laird Superfood', 'Crunchbase', 'Adam Neumann', 'Hamilton', 'WeWork', 'Hamilton', 'Paul Hodge', 'WeWork', 'Hamilton', 'Hodge']","['WeWork Labs', 'WeWork', 'Laird Superfood', 'Danone Manifesto Ventures', 'Danone', 'Laird Superfood', 'Renaissance Capital', 'IPO', 'Canaccord Genuity', 'Craig-Hallum Capital Group']",['IPO'],1
3534,3534,"['Boris Sofman', 'Reilly Brennan']","['Nancy Sun of Ike', 'Trucks VC', 'Startup Battlefield Editor', 'Pitch Part II', 'TC']","['Nancy Sun of Ike', 'Trucks VC', 'Startup Battlefield Editor', 'Pitch Part II', 'TC']",0
3535,3535,"['Gigafactory', 'Egor Igorevich', 'Tesla']","['DMV', 'FBI', 'Justice Department', 'Tesla', 'Elon Musk']",['Tesla'],1
3536,3536,"['Dorian', 'Julia Palatovska', 'Michael Chow', 'Andover Ventures', 'John Howell', 'Palatskova', 'Dorian From', 'Palatskova', 'Twine', 'Roblox', 'Dorian', 'Palatskova', 'Dorian', 'Dorian', 'Palatskova', 'Dorian ’', 'Dorian', 'Palatskova', 'Dorian', 'Roblox', 'Dorian ’', 'Gregory Milken', 'Julia', 'Dorian']","['March Capital Partners', 'Konvoy Ventures', 'London Venture Partners', 'Night Media', 'Twine', 'Bandersnatch']","['March Capital Partners', 'Konvoy Ventures', 'London Venture Partners', 'Night Media', 'Twine', 'Bandersnatch']",0
3537,3537,"['Nabeel Alamgir', 'Alamgir', 'Alamgir', 'Alamgir', 'Alamgir', 'Alamgir', 'Alamgir']","['NDAs', 'Lunchbox', 'Lunchbox', 'Lunchbox']","['NDAs', 'Lunchbox', 'Lunchbox', 'Lunchbox']",0
3538,3538,"['Mara Zepeda', 'Nathan Schneider', 'Chika Umeadi', 'Buffer', 'Buffer', 'Joel Gascoigne', 'Seth Besmertnik', 'Schneider', 'Schneider']","['University of Colorado Boulder', 'Media Enterprise Design Lab', 'Zebras Unite', 'Zebras Unite', 'TechCrunch', 'TechCrunch', 'TechCrunch', 'SEO', 'WeWork', 'Organically Grown Company']","['University of Colorado Boulder', 'Media Enterprise Design Lab', 'Zebras Unite', 'Zebras Unite', 'TechCrunch', 'TechCrunch', 'TechCrunch', 'SEO', 'WeWork', 'Organically Grown Company']",0
3539,3539,"['Steve Winn', 'Stratis', 'Stratis', 'Stratis', 'Stratis', 'Stratis', 'Felicite Moorman', 'Hipercept', 'Buildium']","['RealPage', 'Stratis IoT', 'RealPage', 'RealPage', 'RealPage', 'Stratis Traditionally', 'IoT', 'RealPage', 'RealPage', 'Stratis IoT', 'RealPage']","['RealPage', 'RealPage', 'RealPage', 'RealPage', 'IoT', 'RealPage', 'RealPage', 'RealPage']",1
3540,3540,"['Avi Freedman', 'Capchase', 'Capchase', 'Miguel Fernández', 'Luis Basagoiti', 'Ignacio Moreno', 'Przemek Gotfryd', 'Gotfryd', 'Fernández', 'Gotfryd', 'Capchase', 'Bling Capital', 'Capchase', 'Capchase', 'Fernández', 'Capchase', 'Capchase', 'Fernández', 'Capchase']","['Kentik', 'ARR', 'Fernández', 'Harvard Business School', 'TCV', 'Caffeinated Capital', 'SciFi VC', 'BoxGroup', 'ONEVC']","['Kentik', 'ARR', 'Fernández', 'Harvard Business School', 'TCV', 'Caffeinated Capital', 'SciFi VC', 'BoxGroup', 'ONEVC']",0
3541,3541,"['Parug Demircioglu', 'Nito', 'Melika Jahangiri', 'Bryan Salesky', 'Boris Sofman', 'Anki Robotics', 'Waymo', 'Don ’', 'Don ’']","['MDS', 'Record Straight — Argo AI', 'Ford', 'VW', 'Future of Trucking —', 'CTO Xiaodi Hou', 'Porsche', 'Audi']","['MDS', 'Record Straight — Argo AI', 'Ford', 'VW', 'Future of Trucking —', 'CTO Xiaodi Hou', 'Porsche', 'Audi']",0
3542,3542,"['JFrog', 'Palantir', 'JFrog', 'JFrog', 'JFrog', 'JFrog', 'JFrog']","['Palantir', 'TechCrunch', 'PitchBook', 'Exchange', 'The Exchange']","['Palantir', 'TechCrunch', 'PitchBook', 'Exchange', 'The Exchange']",0
3543,3543,"['Michael Aft', 'John Necef', 'Necef', 'Necef', 'Aft', 'Necef', 'Necef']","['Elevate Ventures', 'VC', 'The New Paper', 'The New Paper', 'The Daily Dash', 'The New Paper', 'Senate Intelligence Committee']","['The New Paper', 'The New Paper', 'The New Paper']",1
3544,3544,"['Hello', 'Substack', 'Semalytix', 'Spotify']","['TikTok', 'TikTok', 'ByteDance', 'Bloomberg', 'IPO', 'Apple Podcasts']","['TikTok', 'TikTok']",1
3545,3545,"['Semalytix', 'Semalytix', 'Semalytix', '“ Pharos', 'Semalytix', 'Janik Jaskolski', 'Jaskolski', 'Semalytix', 'Jaskolski', 'Jaskolski', 'Semalytix']","['Semantic Computing', 'Northstar KPI', 'AI', 'FDA', 'EMA', 'Semalytix Meanwhile', 'Semalytix']",['Semalytix'],1
3546,3546,"['Ved Capital', 'Eruditus', 'Wharton', 'Ashwin Damera', 'Eruditus', 'Byju', 'Vivian Wu', 'Chan Zuckerberg Initiative', 'Ashutosh Sharma', 'Byju']","['Leeds Illuminate', 'Prosus Ventures', 'Chan Zuckerberg Initiative', 'Avendus Capital', 'MIT', 'Harvard', 'INSEAD', 'UC Berkeley', 'IIT', 'IIM', 'NUS', 'Chan Zuckerberg Initiative', 'Eruditus', 'Prosus Ventures']","['Chan Zuckerberg Initiative', 'Chan Zuckerberg Initiative', 'Eruditus']",1
3547,3547,"['Pritika Mehta', 'Pritika Mehta', 'Simarpreet Singh', 'Mehta', 'Singh', 'Eric Migicovsky', 'Mehta', 'Mehta', 'Singh', 'Mehta', 'Singh', 'Singh', 'Mehta', 'Mehta', 'Singh']","['SockSoho', '“ Uniqlo of India.', 'Combinator', 'TripAdvisor', 'SockSoho', 'MindBatteries', 'The Times of India', 'The Economic Times', 'Mercedes', 'Infosys', 'World Economic Forum and Uber', 'SockSoho', 'WhatsApp', 'Y Combinator', 'SockSoho', 'SockSoho', 'University of Buffalo', 'TripAdvisor', 'TechCrunch', 'SockSoho', 'SockSoho', 'SockSoho', 'SockSoho', 'SockSoho']","['SockSoho', 'SockSoho', 'SockSoho', 'SockSoho', 'SockSoho', 'SockSoho', 'SockSoho', 'SockSoho', 'SockSoho', 'SockSoho']",1
3548,3548,"['Zalando', 'Holtzbrinck Ventures', 'Axel Springer Plug', 'Jeannette zu Fürstenberg', 'La Famiglia Jorge Fonturbel', 'Luis Shemtov', 'Lunar Ventures Mike Lobanov', 'Ludwig Ensthaler', 'Mathias Ockenfels', 'Speedinvest Axel Bard Bringéus', 'Eckhardt Weber', 'Joerg Rheinboldt', 'Christian O. Edler', 'Christianedler.com Jeannette zu Fürstenberg', 'Luminovo', 'Lilium', 'Jorge Fonturbel']","['HelloFresh', 'SoundCloud', 'Point Nine', 'EQT Ventures', 'APX Axel Springer Porsche GmbH & Co.', 'La Famiglia What', 'COVID', 'Zoom', 'Google Meet', 'COVID', 'COVID', 'Personio', 'German Startup Association', 'German SMEs', 'Stripe']","['COVID', 'COVID', 'COVID']",1
3549,3549,"['Asana', 'Asana', 'Asana', 'Asana', 'Asana', 'Dustin Moskovitz', 'Asana', 'Danny', 'Y Combinator', 'Palantir', 'Frederic Kerrest', 'Okta', 'Splunk', 'Doug Merritt', 'Merritt', 'Merritt', 'Ron Miller', 'Natasha', 'Alex']","['TechCrunch Exchange', 'IPO', 'IPO', 'NYSE', 'SEC', 'COO of Okta', 'Stateside', 'TikTok', 'Microsoft', 'Walmart', 'Desktop Metal', 'Sumo Logic', 'Okta COO', 'SMB', 'Kerrest', 'SMB', 'ARR', 'DoorDashes', 'LinkedIns', 'Splunk', 'BFF', 'Combinator', 'YC']","['IPO', 'IPO']",1
3550,3550,"['Pathbreaker Ventures', 'Teamworthy Ventures', 'Robert Rose', 'Rose', 'Tesla', 'Dragon', 'Juerg Frefel', 'Dragon', 'Tesla', 'Rose', 'Rose', 'David Neeleman', 'Rose', 'Rose']","['SpaceX', 'Lightspeed Venture Partners', 'Eclipse Ventures', 'Falcon', 'Reliable Robotics', 'Reliable Robotics', 'Reliable Robotics', 'JetBlue', 'Reliable Robotics', 'Cessna Caravan', 'FedEx', 'Caravan', 'Reliable Robotics']","['Reliable Robotics', 'Reliable Robotics', 'Reliable Robotics', 'Reliable Robotics', 'Reliable Robotics']",1
3551,3551,"['Alex Wilhelm ’', 'Asana', 'Palantir', 'Palantir', 'Palantir', 'Palantir', 'Snowflake', 'Connie Loizos', 'SPACs', 'Kevin Hartz', 'Bill Gurley', 'Hartz', 'Says Hartz', 'Andreessen Horowitz', 'Natasha Mascarenhas', 'Matt Burns', 'Constance Freedman', 'Mike Butcher', 'Conan', 'Phaedra Ellis-Lamkins', 'Jessica O. Matthews Benchmark', 'Peter Fenton', 'Laura Deming', 'Frederik Groce', 'Amish Jani', 'Jessica Verrilli', 'Vanessa Larco', 'Eren Bali', 'Othman Laraki', 'Eduardo Saverin', 'Alexa von Tobel', 'Aaron Levie', 'Alex Wilhelm', 'Hello', 'Natasha Mascarenhas', 'Danny Crichton', 'Chris Gates', 'Bill Gurley', 'Spotify']","['SPAC', 'Unity', 'Extra Crunch', 'EC', 'EC', 'IPO', 'Unity ’', 'IPO', 'EC', 'Unity', 'EC', 'Getty Images You', 'SPACs Special', 'SPAC', 'SPAC', 'SPAC', 'SPAC', 'Dougal Waters  Getty Images Inside', 'Combinator', 'Moderne Ventures', 'Disrupt Carbon Health ’', 'Fundraising & Hiring Best Practices', 'Startup Battlefield Two', 'TikTok', 'TikTok', 'Walmart', 'New York Stock Exchange', 'SEC', 'SEC', 'SPAC', 'Desktop Metal', 'SPAC', 'Mural', 'Apple Podcasts']","['Unity', 'IPO', 'IPO', 'Unity']",1
3552,3552,[],"['Google', 'Alibaba', 'Tencent', 'Alibaba', 'UC Web', 'Google', 'TikTok', 'Extra Crunch', 'TikTok', 'DailyHunt', 'InMobi Group']","['TikTok', 'TikTok']",1
3553,3553,"['Dylan Ruga', 'Gregory Hong', 'Hong', 'Ruga', 'Resy', 'Steno', 'Dylan', 'Steno', 'Steno', 'Steno']","['First Round Capital (', 'Reserve', 'Resy', 'American Express', 'JML Law', 'Simon Law Group']","['First Round Capital (', 'Reserve', 'Resy', 'American Express', 'JML Law', 'Simon Law Group']",0
3554,3554,"['Simon Moss', 'Selina']","['Simon Moss Contributor Share', 'NLP', 'AI', 'AI', 'Vivid']","['AI', 'AI']",1
3555,3555,"['Rudy DeFelice', 'Rudy', 'Rudy', 'TEDx', 'Musk', 'Sam Altman', 'Mark Benioff', 'Peter Thiel', 'Arthur C. Clarke']","['Keesal Propulsion Labs', 'Harvard Business School', 'University of Connecticut School of Law', 'Elon Musk', 'Microsoft', 'Musk']","['Keesal Propulsion Labs', 'Harvard Business School', 'University of Connecticut School of Law', 'Elon Musk', 'Microsoft', 'Musk']",0
3556,3556,[],"['Exchange', 'The Exchange', 'Appian']","['Exchange', 'The Exchange', 'Appian']",0
3557,3557,"['Kaia Colban', 'Andrew Akers']","['PitchBook', 'PitchBook', 'Procter & Gamble', 'PitchBook', 'PitchBook', 'NB']","['PitchBook', 'PitchBook', 'Procter & Gamble', 'PitchBook', 'PitchBook', 'NB']",0
3558,3558,"['Runa Capital', 'Mike Ushakov', 'Metabar', 'Runa', 'Ushakov', 'Undermyfork', 'Undermyfork', 'CGMs', 'Ushakov', 'Dexcom', 'Dexcom', 'Dexcom', 'Ushakov', 'Eugene Molodkin']","['AltaIR Capital', 'Undermyfork', 'Yandex', 'CGM', 'Google', 'CGM', 'CGM', 'API']",['Undermyfork'],1
3559,3559,"['Yang Yu', 'Yu', 'Yu', 'Yu']","['KitchenMate', 'Eniac Ventures', 'FJ Labs', 'Techstars', 'KitchenMate', 'KitchenMate', 'KitchenMate', 'KitchenMate Smart Cooker', 'Smart Meal-Pod', 'KitchenMate', 'KitchenMate', 'KitchenMate', 'Smart Cooker']","['KitchenMate', 'KitchenMate', 'KitchenMate', 'KitchenMate', 'KitchenMate', 'KitchenMate', 'KitchenMate']",1
3560,3560,"['Hello', 'Natasha Mascarenhas', 'Danny Crichton', 'Chris Gates', 'Bill Gurley', 'Spotify']","['TikTok', 'TikTok', 'Walmart', 'New York Stock Exchange', 'SEC', 'SEC', 'SPAC', 'Desktop Metal', 'SPAC', 'Mural', 'Apple Podcasts']","['TikTok', 'TikTok', 'Walmart', 'New York Stock Exchange', 'SEC', 'SEC', 'SPAC', 'Desktop Metal', 'SPAC', 'Mural', 'Apple Podcasts']",0
